id,tweet,polarity,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
2217814896,@acacia_scott &amp; @anasanaturals I need your pins again I reset my phone and lost all my contacts ,0,@acacia_scot @anasanaturals need pins reset phone lost contacts,@acacia_scot @anasanaturals i need your pins again i reset my phone and lost all my contacts,@acacia_scot @anasanaturals need pins reset phone lost contacts,@acacia_scott @anasanaturals need pins reset phone lost contacts,@acacia_scot @anasanaturals need pins reset phone lost contacts,@acacia_scot @anasanaturals need pins reset phone lost contacts,_scot need pins reset phone lost contacts
1467835577,wednesday my b-day! don't know what 2 do!! ,0,wednesday b-day do not know,wednesday my b-day do not know what do,wednesday b-day do not know 2,wednesday b-day do not know,wednesday b-day do not know,wednesday b-day know,wednesday b-day do not know
1468054887,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers ,0,there's inch snow ground counting i'm worried poor flowers,there's an inch of snow on the ground and counting i'm worried about the poor flowers,there's inch snow ground counting i'm worried poor flowers,there's inch snow ground counting i'm worried poor flowers,there's inch snow ground counting i'm worried poor flowers,there's inch snow ground counting i'm worried poor flowers,there's inch snow ground counting i'm worried poor flowers
2054471067,Betsey is up sick! Fever and throwing up!  poor baby girl!!!,0,betsey sick fever throwing poor baby girl,betsey is up sick fever and throwing up poor baby girl,betsey sick fever throwing poor baby girl,betsey sick fever throwing poor baby girl,betsey sick fever throwing poor baby girl,betsey sick fever throwing poor baby girl,betsey sick fever throwing poor baby girl
2064932934,i want short stack to come to england already ,0,want short stack come england already,i want short stack to come to england already,want short stack come england already,want short stack come england already,want short stack come england already,want short stack come england already,want short stack come england already
1675960197,I feel feverish: sweaty and shivery. fever is a symptom of piggy flu. noooo ,0,feel feverish sweaty shivery fever symptom piggy flu,i feel feverish sweaty and shivery fever is a symptom of piggy flu no,feel feverish sweaty shivery fever symptom piggy flu,feel feverish sweaty shivery fever symptom piggy flu noooo,feel feverish sweaty shivery fever symptom piggy flu,feel feverish sweaty shivery fever symptom piggy flu,feel feverish sweaty shivery fever symptom piggy flu
2299979339,i made mcdonalds lose $1.57 cents today...im gunna get fired ,0,made mcdonalds lose cents today ... im guna get fired,i made mcdonalds lose cents today ... im guna get fired,made mcdonalds lose 1.57 cents today ... im guna get fired,made mcdonalds lose cents today ... im gunna get fired,made mcdonalds lose cents today ... im guna get fired,made mcdonalds lose cents today ... im guna get fired,made mcdonalds lose cents today ... im guna get fired
1880024900,iPhone isn't giving me a data connection ,0,iphone giving data connection,iphone isn't giving me a data connection,iphone giving data connection,iphone giving data connection,iphone giving data connection,iphone giving data connection,iphone giving data connection
1985061496,"I wish I'd studied harder at school, I always wanted to work in the NASA control room   *sighs*",0,wish i'd studied harder school always wanted work nasa control room sighs,i wish i'd studied harder at school i always wanted to work in the nasa control room sighs,wish i'd studied harder school always wanted work nasa control room sighs,wish i'd studied harder school always wanted work nasa control room sighs,wish i'd studied harder school always wanted work nasa control room sighs,wish i'd studied harder school always wanted work nasa control room sighs,wish i'd studied harder school always wanted work nasa control room sighs
2328827970,Farrah Fawcett has passed away after losing her battle with cancer.  - http://bkite.com/08Tv6,0,farah fawcet pased away losing battle cancer htp://bkite.com/tv,farah fawcet has pased away after losing her battle with cancer,farah fawcet pased away losing battle cancer,farrah fawcett passed away losing battle cancer,farah fawcet pased away losing battle cancer,farah fawcet pased away losing battle cancer,farah fawcet pased away losing battle cancer
1573610333,@CannonGod My Hay Fever is awful already. Nipping into the village later and get myself some Piriton. ,0,@canongod hay fever awful already nipping village later get piriton,@canongod my hay fever is awful already nipping into the village later and get myself some piriton,@canongod hay fever awful already nipping village later get piriton,@cannongod hay fever awful already nipping village later get piriton,@canongod hay fever awful already nipping village later get piriton,@canongod hay fever awful already nipping village later get piriton,hay fever awful already nipping village later get piriton
1467814783,Just going to cry myself to sleep after watching Marley and Me.  ,0,going cry sleep watching marley,just going to cry myself to sleep after watching marley and me,going cry sleep watching marley,going cry sleep watching marley,going cry sleep watching marley,going cry sleep watching marley,going cry sleep watching marley
1467814438,I hate when I have to call and wake people up ,0,hate call wake people,i hate when i have to call and wake people up,hate call wake people,hate call wake people,hate call wake people,hate call wake people,hate call wake people
1467824377,I am bored ,0,bored,i am bored,bored,bored,bored,bored,bored
1976879721,i am so upset right now...I'm still at work and about to die of sickness I've got a horrible fever and my ass shouldn't be here!! ,0,upset right ... i'm still work die sickness i've got horrible fever ass,i am so upset right now ... i'm still at work and about to die of sickness i've got a horrible fever and my ass shouldn't be here,upset right ... i'm still work die sickness i've got horrible fever ass,upset right ... i'm still work die sickness i've got horrible fever ass,upset right ... i'm still work die sickness i've got horrible fever ass,upset right ... i'm still work die sickness i've got horrible fever ass,upset right ... i'm still work die sickness i've got horrible fever ass
2175863736,is @ maccas using his iPod touch 2 twitted LOL I wanna go home! I jst kno iPods guns run outta battery ,0,macas using ipod touch twited very funny wanna go home jst know ipods guns run outa battery,is macas using his ipod touch twited very funny i wanna go home i jst know ipods guns run outa battery,macas using ipod touch 2 twited very funny wanna go home jst know ipods guns run outa battery,maccas using ipod touch twitted very funny wanna go home jst know ipods guns run outta battery,macas using ipod touch twited lol wana go home jst kno ipods guns run outa battery,macas using ipod touch twited very funny wanna go home jst know ipods guns run outa battery,macas using ipod touch twited very funny wanna go home jst know ipods guns run outa battery
2063973203,"listening to harry potter soundtracks  too bad i can't see the movie the 15th of july, i'll be in england by then, back on the 19th. crap!",0,listening harry potter soundtracks bad can not see movie th july i'l england back th crap,listening to harry potter soundtracks too bad i can not see the movie the th of july i'l be in england by then back on the th crap,listening harry potter soundtracks bad can not see movie fifthteenth july i'l england back nineteenth crap,listening harry potter soundtracks bad can not see movie th july i'll england back th crap,listening harry potter soundtracks bad can not see movie th july i'l england back th crap,listening harry potter soundtracks bad can't see movie th july i'l england back th crap,listening harry potter soundtracks bad can not see movie th july i'l england back th crap
2194631396,What.. AM I DOING!?  Well.. I am currently upset that Xbox Live is down ,0,.. well .. currently upset xbox live,what .. am i doing well .. i am currently upset that xbox live is down,.. well .. currently upset xbox live,.. well .. currently upset xbox live,.. well .. currently upset xbox live,.. well .. currently upset xbox live,.. well .. currently upset xbox live
1573245004,@alibartlett yeh i found out just then on facebook. she was cool. it's so sad  Well start being on time and doing stuff right then! silly!,0,@alibartlet yeh found facebok cool sad well start time stuff right silly,@alibartlet yeh i found out just then on facebok she was cool it's so sad well start being on time and doing stuff right then silly,@alibartlet yeh found facebok cool sad well start time stuff right silly,@alibartlett yeh found facebook cool sad well start time stuff right silly,@alibartlet yeh found facebok cool sad well start time stuff right silly,@alibartlet yeh found facebok cool sad well start time stuff right silly,yeh found facebok cool sad well start time stuff right silly
